"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02196V02652","State","UNIT","VALUE"
"VSQ04C14","Same sex marriage rate","20222","2022Q2","-","State","%","0.1"
"VSQ04C14","Same sex marriage rate","20223","2022Q3","-","State","%","0.2"
"VSQ04C14","Same sex marriage rate","20224","2022Q4","-","State","%","0.1"
"VSQ04C14","Same sex marriage rate","20231","2023Q1","-","State","%","0.1"
"VSQ04C14","Same sex marriage rate","20232","2023Q2","-","State","%","0.1"
"VSQ04C14","Same sex marriage rate","20233","2023Q3","-","State","%","0.2"
"VSQ04C14","Same sex marriage rate","20234","2023Q4","-","State","%","0.1"
"VSQ04C14","Same sex marriage rate","20241","2024Q1","-","State","%","0.1"
"VSQ04C14","Same sex marriage rate","20242","2024Q2","-","State","%","0.1"
"VSQ04C15","Civil partnership marriage rate","19601","1960Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19602","1960Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19603","1960Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19604","1960Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19611","1961Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19612","1961Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19613","1961Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19614","1961Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19621","1962Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19622","1962Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19623","1962Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19624","1962Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19631","1963Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19632","1963Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19633","1963Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19634","1963Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19641","1964Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19642","1964Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19643","1964Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19644","1964Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19651","1965Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19652","1965Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19653","1965Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19654","1965Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19661","1966Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19662","1966Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19663","1966Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19664","1966Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19671","1967Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19672","1967Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19673","1967Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19674","1967Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19681","1968Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19682","1968Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19683","1968Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19684","1968Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19691","1969Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19692","1969Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19693","1969Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19694","1969Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19701","1970Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19702","1970Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19703","1970Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19704","1970Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19711","1971Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19712","1971Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19713","1971Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19714","1971Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19721","1972Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19722","1972Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19723","1972Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19724","1972Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19731","1973Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19732","1973Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19733","1973Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19734","1973Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19741","1974Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19742","1974Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19743","1974Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19744","1974Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19751","1975Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19752","1975Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19753","1975Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19754","1975Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19761","1976Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19762","1976Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19763","1976Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19764","1976Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19771","1977Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19772","1977Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19773","1977Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19774","1977Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19781","1978Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19782","1978Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19783","1978Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19784","1978Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19791","1979Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19792","1979Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19793","1979Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19794","1979Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19801","1980Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19802","1980Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19803","1980Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19804","1980Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19811","1981Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19812","1981Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19813","1981Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19814","1981Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19821","1982Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19822","1982Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19823","1982Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19824","1982Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19831","1983Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19832","1983Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19833","1983Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19834","1983Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19841","1984Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19842","1984Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19843","1984Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19844","1984Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19851","1985Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19852","1985Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19853","1985Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19854","1985Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19861","1986Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19862","1986Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19863","1986Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19864","1986Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19871","1987Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19872","1987Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19873","1987Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19874","1987Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19881","1988Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19882","1988Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19883","1988Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19884","1988Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19891","1989Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19892","1989Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19893","1989Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19894","1989Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19901","1990Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19902","1990Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19903","1990Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19904","1990Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19911","1991Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19912","1991Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19913","1991Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19914","1991Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19921","1992Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19922","1992Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19923","1992Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19924","1992Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19931","1993Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19932","1993Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19933","1993Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19934","1993Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19941","1994Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19942","1994Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19943","1994Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19944","1994Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19951","1995Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19952","1995Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19953","1995Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19954","1995Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19961","1996Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19962","1996Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19963","1996Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19964","1996Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19971","1997Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19972","1997Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19973","1997Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19974","1997Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19981","1998Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19982","1998Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19983","1998Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19984","1998Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19991","1999Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19992","1999Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19993","1999Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","19994","1999Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20001","2000Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20002","2000Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20003","2000Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20004","2000Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20011","2001Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20012","2001Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20013","2001Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20014","2001Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20021","2002Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20022","2002Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20023","2002Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20024","2002Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20031","2003Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20032","2003Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20033","2003Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20034","2003Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20041","2004Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20042","2004Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20043","2004Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20044","2004Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20051","2005Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20052","2005Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20053","2005Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20054","2005Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20061","2006Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20062","2006Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20063","2006Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20064","2006Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20071","2007Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20072","2007Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20073","2007Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20074","2007Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20081","2008Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20082","2008Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20083","2008Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20084","2008Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20091","2009Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20092","2009Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20093","2009Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20094","2009Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20101","2010Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20102","2010Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20103","2010Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20104","2010Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20111","2011Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20112","2011Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20113","2011Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20114","2011Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20121","2012Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20122","2012Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20123","2012Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20124","2012Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20131","2013Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20132","2013Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20133","2013Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20134","2013Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20141","2014Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20142","2014Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20143","2014Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20144","2014Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20151","2015Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20152","2015Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20153","2015Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20154","2015Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20161","2016Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20162","2016Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20163","2016Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20164","2016Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20171","2017Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20172","2017Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20173","2017Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20174","2017Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20181","2018Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20182","2018Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20183","2018Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20184","2018Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20191","2019Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20192","2019Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20193","2019Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20194","2019Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20201","2020Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20202","2020Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20203","2020Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20204","2020Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20211","2021Q1","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20212","2021Q2","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20213","2021Q3","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20214","2021Q4","-","State","%",""
"VSQ04C15","Civil partnership marriage rate","20221","2022Q1","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20222","2022Q2","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20223","2022Q3","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20224","2022Q4","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20231","2023Q1","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20232","2023Q2","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20233","2023Q3","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20234","2023Q4","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20241","2024Q1","-","State","%","0"
"VSQ04C15","Civil partnership marriage rate","20242","2024Q2","-","State","%","0"
"VSQ04C16","Percentage of first births registered","19601","1960Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19602","1960Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19603","1960Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19604","1960Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19611","1961Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19612","1961Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19613","1961Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19614","1961Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19621","1962Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19622","1962Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19623","1962Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19624","1962Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19631","1963Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19632","1963Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19633","1963Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19634","1963Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19641","1964Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19642","1964Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19643","1964Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19644","1964Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19651","1965Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19652","1965Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19653","1965Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19654","1965Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19661","1966Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19662","1966Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19663","1966Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19664","1966Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19671","1967Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19672","1967Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19673","1967Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19674","1967Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19681","1968Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19682","1968Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19683","1968Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19684","1968Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19691","1969Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19692","1969Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19693","1969Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19694","1969Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19701","1970Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19702","1970Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19703","1970Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19704","1970Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19711","1971Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19712","1971Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19713","1971Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19714","1971Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19721","1972Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19722","1972Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19723","1972Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19724","1972Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19731","1973Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19732","1973Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19733","1973Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19734","1973Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19741","1974Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19742","1974Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19743","1974Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19744","1974Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19751","1975Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19752","1975Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19753","1975Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19754","1975Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19761","1976Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19762","1976Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19763","1976Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19764","1976Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19771","1977Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19772","1977Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19773","1977Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19774","1977Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19781","1978Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19782","1978Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19783","1978Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19784","1978Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19791","1979Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19792","1979Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19793","1979Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19794","1979Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19801","1980Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19802","1980Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19803","1980Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19804","1980Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19811","1981Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19812","1981Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19813","1981Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19814","1981Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19821","1982Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19822","1982Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19823","1982Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19824","1982Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19831","1983Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19832","1983Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19833","1983Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19834","1983Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19841","1984Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19842","1984Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19843","1984Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19844","1984Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19851","1985Q1","-","State","%",""
"VSQ04C16","Percentage of first births registered","19852","1985Q2","-","State","%",""
"VSQ04C16","Percentage of first births registered","19853","1985Q3","-","State","%",""
"VSQ04C16","Percentage of first births registered","19854","1985Q4","-","State","%",""
"VSQ04C16","Percentage of first births registered","19861","1986Q1","-","State","%",""
